Vivienda,Salud,Transporte,Educacion,Alimento,Autocuidado,Ingreso_fijo,Clase,id,Fecha,Gasto_var_necesario,Gasto_var_innecesario,Ingreso_variable,Total Out,Total In,Balance
1275,751,349,213,4145,668,9537,Baja,69,2021-12-31,178,134,895,7713,10432,2719
2605,1808,1173,523,4418,1480,13851,Media-Baja,70,2021-12-31,252,530,4636,12789,18487,5698
5383,4079,3325,2073,8012,3521,66571,Alta,71,2021-12-31,4856,5594,17959,36843,84530,47687
1322,910,350,217,3524,668,8937,Baja,72,2021-12-31,154,164,813,7309,9750,2441
1438,774,444,219,3916,636,8798,Baja,73,2021-12-31,146,147,928,7720,9726,2006
2509,1434,1130,537,4675,906,15028,Media-Baja,74,2021-12-31,273,554,4988,12018,20016,7998
4201,2299,2235,855,6102,2875,29600,Media-Alta,75,2021-12-31,627,656,8299,19850,37899,18049
2811,1675,1043,481,4338,1127,15080,Media-Baja,76,2021-12-31,266,488,5031,12229,20111,7882
2698,1568,1036,537,5275,1484,14625,Media-Baja,77,2021-12-31,304,521,6991,13423,21616,8193
3529,3222,2294,960,6126,2483,29729,Media-Alta,79,2021-12-31,591,710,7316,19915,37045,17130
4077,2667,1800,1223,5065,2455,34261,Media-Alta,80,2021-12-31,535,854,7582,18676,41843,23167
2625,1623,1011,462,4738,1358,17245,Media-Baja,81,2021-12-31,219,495,4845,12531,22090,9559
1147,912,374,233,3674,542,9345,Baja,82,2021-12-31,163,163,719,7208,10064,2856
1401,879,424,220,3060,574,8726,Baja,83,2021-12-31,149,152,1008,6859,9734,2875
2613,1445,1089,516,4807,1383,14850,Media-Baja,84,2021-12-31,254,544,6005,12651,20855,8204
1248,785,458,204,3720,740,7952,Baja,85,2021-12-31,177,156,867,7488,8819,1331
1382,601,343,195,3947,718,8352,Baja,86,2021-12-31,175,161,840,7522,9192,1670
3115,1525,1011,517,4691,1400,13794,Media-Baja,87,2021-12-31,267,543,4364,13069,18158,5089
2418,1828,1031,458,5499,1305,14801,Media-Baja,88,2021-12-31,299,566,4659,13404,19460,6056
1182,916,330,212,3390,774,8566,Baja,89,2021-12-31,145,177,705,7126,9271,2145
1227,850,336,239,3517,594,7123,Baja,90,2021-12-31,157,182,967,7102,8090,988
2713,1284,1133,521,4850,1052,15013,Media-Baja,91,2021-12-31,262,534,4403,12349,19416,7067
3646,3031,2443,1236,5828,2713,32098,Media-Alta,92,2021-12-31,605,740,8099,20242,40197,19955
2661,1751,1067,593,5832,1291,15407,Media-Baja,93,2021-12-31,252,489,4932,13936,20339,6403
2543,1592,1205,562,4708,1380,14248,Media-Baja,94,2021-12-31,242,557,4332,12789,18580,5791
3387,1513,1048,572,4847,1557,18280,Media-Baja,95,2021-12-31,286,560,5274,13770,23554,9784
1447,815,381,238,4107,702,8531,Baja,96,2021-12-31,175,171,908,8036,9439,1403
2731,1596,1192,449,3892,1284,14892,Media-Baja,97,2021-12-31,279,541,5088,11964,19980,8016
1215,744,361,184,3250,589,8999,Baja,98,2021-12-31,177,162,929,6682,9928,3246
2800,1486,1010,520,4983,1310,15614,Media-Baja,99,2021-12-31,259,505,5163,12873,20777,7904
4250,3046,2063,1146,6507,2700,27363,Media-Alta,0,2022-01-31,515,865,7290,21092,34653,13561
1270,917,439,192,3972,647,7952,Baja,1,2022-01-31,154,172,1043,7763,8995,1232
2980,1475,943,592,5394,1319,15615,Media-Baja,2,2022-01-31,280,615,3900,13598,19515,5917
4551,2846,2433,1151,5119,3234,35535,Media-Alta,3,2022-01-31,540,828,8603,20702,44138,23436
1460,897,340,191,3520,650,10791,Baja,4,2022-01-31,167,173,640,7398,11431,4033
2959,1837,1162,541,4613,1383,16472,Media-Baja,5,2022-01-31,264,693,4373,13452,20845,7393
2658,1659,1023,496,5327,1793,17223,Media-Baja,6,2022-01-31,296,568,4722,13820,21945,8125
4926,4285,3210,2424,9345,4981,92260,Alta,7,2022-01-31,5143,5224,15414,39538,107674,68136
4654,2824,2780,1200,8234,2924,35398,Media-Alta,8,2022-01-31,581,903,7252,24100,42650,18550
4923,3549,3526,2202,9029,4857,84440,Alta,9,2022-01-31,5972,5955,18449,40013,102889,62876
2866,1590,1313,642,5680,1448,18711,Media-Baja,10,2022-01-31,251,541,4641,14331,23352,9021
2503,1717,1301,532,5511,1474,15935,Media-Baja,11,2022-01-31,274,579,4679,13891,20614,6723
3153,1725,1162,662,5775,1510,17304,Media-Baja,12,2022-01-31,254,587,5240,14828,22544,7716
4275,3724,2420,1122,5934,2905,37385,Media-Alta,13,2022-01-31,615,864,7833,21859,45218,23359
2976,1749,1040,521,5873,1436,14888,Media-Baja,14,2022-01-31,297,576,4448,14468,19336,4868
1497,646,431,217,4406,691,8091,Baja,15,2022-01-31,180,183,817,8251,8908,657
2610,1661,1221,642,5885,1482,15685,Media-Baja,16,2022-01-31,218,512,4883,14231,20568,6337
2975,1761,1032,592,4899,1255,16963,Media-Baja,17,2022-01-31,314,569,5037,13397,22000,8603
3202,1553,976,509,4615,1213,19084,Media-Baja,18,2022-01-31,266,641,4851,12975,23935,10960
3096,1598,1076,560,5929,1435,16898,Media-Baja,19,2022-01-31,306,594,5580,14594,22478,7884
2772,1530,935,576,5071,1409,19243,Media-Baja,20,2022-01-31,276,550,5147,13119,24390,11271
4071,3083,2225,1293,6167,3212,31753,Media-Alta,21,2022-01-31,607,987,9084,21645,40837,19192
5040,4057,2267,1058,5282,3570,38666,Media-Alta,22,2022-01-31,535,836,8265,22645,46931,24286
2535,1534,1165,558,5102,1783,18648,Media-Baja,23,2022-01-31,256,576,4787,13509,23435,9926
1534,905,407,185,3483,601,9328,Baja,24,2022-01-31,182,190,878,7487,10206,2719
6215,5044,4202,1780,10160,5324,68636,Alta,25,2022-01-31,5570,5370,20124,43665,88760,45095
4565,3403,2641,1312,6396,2964,30928,Media-Alta,26,2022-01-31,510,823,7642,22614,38570,15956
1547,884,396,246,3431,705,8860,Baja,27,2022-01-31,154,174,865,7537,9725,2188
4430,3125,2185,1088,6342,3034,42247,Media-Alta,28,2022-01-31,560,954,7257,21718,49504,27786
1303,775,390,247,4073,753,9664,Baja,29,2022-01-31,182,172,796,7895,10460,2565
2714,1598,1174,485,4431,1656,17689,Media-Baja,30,2022-01-31,323,458,4688,12839,22377,9538
3720,3965,2163,1253,6844,2788,31572,Media-Alta,31,2022-01-31,697,905,8949,22335,40521,18186
1629,910,404,258,4300,581,8796,Baja,32,2022-01-31,146,161,870,8389,9666,1277
6090,4953,3349,1918,9805,4817,67886,Alta,33,2022-01-31,6017,4788,15730,41737,83616,41879
2437,1747,1113,552,3756,1110,18334,Media-Baja,34,2022-01-31,372,578,5256,11665,23590,11925
2801,1875,1179,507,5060,1107,16759,Media-Baja,35,2022-01-31,332,548,5759,13409,22518,9109
2788,1697,918,611,4046,1382,17022,Media-Baja,36,2022-01-31,284,551,4179,12277,21201,8924
2777,1434,1182,652,4943,1429,17306,Media-Baja,37,2022-01-31,285,623,3919,13325,21225,7900
2412,1831,1018,480,5643,1484,16751,Media-Baja,38,2022-01-31,296,585,3896,13749,20647,6898
6980,4788,3302,2180,9061,4252,84311,Alta,39,2022-01-31,6143,4767,17802,41473,102113,60640
5257,3521,3974,1893,10086,4716,79511,Alta,40,2022-01-31,6231,4996,17460,40674,96971,56297
5820,4518,3284,2139,11582,4525,76273,Alta,41,2022-01-31,6526,4834,17089,43228,93362,50134
4390,2840,2254,1320,5848,2594,33804,Media-Alta,42,2022-01-31,530,726,7337,20502,41141,20639
6171,4525,3468,2106,8410,4215,89954,Alta,43,2022-01-31,6375,4279,13928,39549,103882,64333
7079,4833,4394,1813,9563,4734,74129,Alta,44,2022-01-31,5926,4365,16242,42707,90371,47664
3842,3045,2006,998,6568,2879,33467,Media-Alta,45,2022-01-31,560,805,7912,20703,41379,20676
3993,3131,2070,1419,5939,2773,31387,Media-Alta,46,2022-01-31,664,867,9296,20856,40683,19827
2648,1666,1151,527,4745,1576,16801,Media-Baja,47,2022-01-31,262,579,5568,13154,22369,9215
2559,1584,1215,585,4461,1243,16280,Media-Baja,48,2022-01-31,275,394,5080,12316,21360,9044
3014,1932,892,455,5796,1680,17650,Media-Baja,49,2022-01-31,317,655,4502,14741,22152,7411
2975,1988,985,537,5597,1407,18759,Media-Baja,50,2022-01-31,259,626,5778,14374,24537,10163
1469,831,344,217,3765,646,10044,Baja,51,2022-01-31,156,174,845,7602,10889,3287
4174,3385,2103,959,5424,2824,37528,Media-Alta,52,2022-01-31,560,911,7835,20340,45363,25023
1457,946,378,198,3820,720,9331,Baja,53,2022-01-31,142,152,1042,7813,10373,2560
4640,3018,2452,1223,7685,2429,34032,Media-Alta,54,2022-01-31,597,902,8364,22946,42396,19450
2886,1726,1059,598,4383,1464,18654,Media-Baja,55,2022-01-31,373,546,4789,13035,23443,10408
1474,754,383,262,3959,680,9481,Baja,56,2022-01-31,152,158,698,7822,10179,2357
2850,1914,1163,483,4632,1116,16470,Media-Baja,57,2022-01-31,352,557,4929,13067,21399,8332
2629,2087,1064,549,5143,1417,18384,Media-Baja,58,2022-01-31,264,673,4749,13826,23133,9307
3525,2815,2318,1053,5506,2830,35601,Media-Alta,59,2022-01-31,557,782,6188,19386,41789,22403
2777,1648,1167,761,5133,1342,16640,Media-Baja,60,2022-01-31,276,485,4926,13589,21566,7977
2286,1726,1370,679,4997,1282,15910,Media-Baja,61,2022-01-31,288,672,5484,13300,21394,8094
3777,3355,2177,1221,6426,2624,29482,Media-Alta,62,2022-01-31,489,749,7370,20818,36852,16034
2826,1762,1185,578,5938,1478,16093,Media-Baja,63,2022-01-31,273,469,5183,14509,21276,6767
4112,2977,1939,1020,5797,3059,27281,Media-Alta,64,2022-01-31,591,794,8953,20289,36234,15945
5212,3183,2671,1077,7571,2245,34939,Media-Alta,65,2022-01-31,589,787,7557,23335,42496,19161
3806,3372,2225,1128,5481,3147,35243,Media-Alta,66,2022-01-31,577,748,7126,20484,42369,21885
4822,3559,2513,1180,6968,2581,31859,Media-Alta,67,2022-01-31,597,794,6951,23014,38810,15796
1376,811,377,230,4473,721,10291,Baja,69,2022-01-31,193,168,868,8349,11159,2810
2810,1951,1265,565,4767,1597,14945,Media-Baja,70,2022-01-31,256,538,5305,13749,20250,6501
5808,4401,3588,2237,8645,3799,71830,Alta,71,2022-01-31,6017,5681,16097,40176,87927,47751
1426,982,378,234,3803,721,9644,Baja,72,2022-01-31,157,181,982,7882,10626,2744
1551,835,479,237,4226,687,9493,Baja,73,2022-01-31,170,142,924,8327,10417,2090
2707,1547,1220,579,5045,977,16216,Media-Baja,74,2022-01-31,263,613,4658,12951,20874,7923
4533,2481,2412,922,6584,3102,31939,Media-Alta,75,2022-01-31,507,794,8479,21335,40418,19083
3033,1808,1125,519,4680,1216,16272,Media-Baja,76,2022-01-31,314,474,5395,13169,21667,8498
2911,1692,1118,579,5692,1602,15781,Media-Baja,77,2022-01-31,292,530,5065,14416,20846,6430
3807,3477,2475,1036,6610,2679,32078,Media-Alta,79,2022-01-31,608,721,9152,21413,41230,19817
4399,2878,1942,1320,5465,2649,36968,Media-Alta,80,2022-01-31,462,764,8334,19879,45302,25423
2832,1751,1091,499,5112,1465,18607,Media-Baja,81,2022-01-31,240,549,5034,13539,23641,10102
1238,984,404,251,3965,585,10083,Baja,82,2022-01-31,200,160,949,7787,11032,3245
1512,949,458,238,3302,619,9416,Baja,83,2022-01-31,173,150,639,7401,10055,2654
2820,1559,1175,557,5187,1492,16023,Media-Baja,84,2022-01-31,305,605,3417,13700,19440,5740
1346,847,494,221,4014,798,8581,Baja,85,2022-01-31,139,200,971,8059,9552,1493
1491,649,370,210,4259,774,9012,Baja,86,2022-01-31,145,150,799,8048,9811,1763
3361,1646,1091,558,5062,1510,14884,Media-Baja,87,2022-01-31,257,700,6054,14185,20938,6753
2609,1973,1113,494,5934,1408,15971,Media-Baja,88,2022-01-31,300,573,5474,14404,21445,7041
1276,989,356,229,3658,835,9243,Baja,89,2022-01-31,188,154,754,7685,9997,2312
1324,917,363,258,3795,641,7686,Baja,90,2022-01-31,192,180,832,7670,8518,848
2928,1385,1222,562,5233,1136,16199,Media-Baja,91,2022-01-31,268,553,4082,13287,20281,6994
3934,3271,2636,1334,6288,2928,34633,Media-Alta,92,2022-01-31,541,810,7849,21742,42482,20740
2871,1890,1151,640,6293,1393,16624,Media-Baja,93,2022-01-31,279,592,4678,15109,21302,6193
2744,1718,1301,607,5080,1489,15374,Media-Baja,94,2022-01-31,297,500,5729,13736,21103,7367
3655,1632,1131,617,5229,1680,19724,Media-Baja,95,2022-01-31,298,650,5641,14892,25365,10473
1562,879,411,257,4432,757,9205,Baja,96,2022-01-31,151,193,866,8642,10071,1429
2947,1722,1286,485,4199,1385,16069,Media-Baja,97,2022-01-31,259,495,4062,12778,20131,7353
1311,803,389,199,3507,635,9710,Baja,98,2022-01-31,167,182,801,7193,10511,3318
3021,1604,1090,561,5376,1414,16847,Media-Baja,99,2022-01-31,319,575,5291,13960,22138,8178
4250,3046,2063,1146,6507,2700,27363,Media-Alta,0,2022-02-28,579,838,8601,21129,35964,14835
1270,917,439,192,3972,647,7952,Baja,1,2022-02-28,159,154,838,7750,8790,1040
2980,1475,943,592,5394,1319,15615,Media-Baja,2,2022-02-28,299,644,5351,13646,20966,7320
4551,2846,2433,1151,5119,3234,35535,Media-Alta,3,2022-02-28,554,832,8602,20720,44137,23417
1460,897,340,191,3520,650,10791,Baja,4,2022-02-28,186,164,721,7408,11512,4104
2959,1837,1162,541,4613,1383,16472,Media-Baja,5,2022-02-28,275,624,4314,13394,20786,7392
2658,1659,1023,496,5327,1793,17223,Media-Baja,6,2022-02-28,308,657,4343,13921,21566,7645
4926,4285,3210,2424,9345,4981,92260,Alta,7,2022-02-28,5478,5306,18072,39955,110332,70377
4654,2824,2780,1200,8234,2924,35398,Media-Alta,8,2022-02-28,574,827,8197,24017,43595,19578
4923,3549,3526,2202,9029,4857,84440,Alta,9,2022-02-28,5420,4446,17419,37952,101859,63907
2866,1590,1313,642,5680,1448,18711,Media-Baja,10,2022-02-28,315,494,4744,14348,23455,9107
2503,1717,1301,532,5511,1474,15935,Media-Baja,11,2022-02-28,304,527,5157,13869,21092,7223
3153,1725,1162,662,5775,1510,17304,Media-Baja,12,2022-02-28,301,553,4905,14841,22209,7368
4275,3724,2420,1122,5934,2905,37385,Media-Alta,13,2022-02-28,655,952,8251,21987,45636,23649
2976,1749,1040,521,5873,1436,14888,Media-Baja,14,2022-02-28,323,611,5148,14529,20036,5507
1497,646,431,217,4406,691,8091,Baja,15,2022-02-28,194,144,996,8226,9087,861
2610,1661,1221,642,5885,1482,15685,Media-Baja,16,2022-02-28,297,522,4914,14320,20599,6279
2975,1761,1032,592,4899,1255,16963,Media-Baja,17,2022-02-28,273,510,4672,13297,21635,8338
3202,1553,976,509,4615,1213,19084,Media-Baja,18,2022-02-28,328,469,5804,12865,24888,12023
3096,1598,1076,560,5929,1435,16898,Media-Baja,19,2022-02-28,248,599,4314,14541,21212,6671
2772,1530,935,576,5071,1409,19243,Media-Baja,20,2022-02-28,260,541,4859,13094,24102,11008
4071,3083,2225,1293,6167,3212,31753,Media-Alta,21,2022-02-28,696,749,7920,21496,39673,18177
5040,4057,2267,1058,5282,3570,38666,Media-Alta,22,2022-02-28,439,929,8235,22642,46901,24259
2535,1534,1165,558,5102,1783,18648,Media-Baja,23,2022-02-28,264,611,6282,13552,24930,11378
1534,905,407,185,3483,601,9328,Baja,24,2022-02-28,158,177,840,7450,10168,2718
6215,5044,4202,1780,10160,5324,68636,Alta,25,2022-02-28,5043,6082,17966,43850,86602,42752
4565,3403,2641,1312,6396,2964,30928,Media-Alta,26,2022-02-28,600,936,8728,22817,39656,16839
1547,884,396,246,3431,705,8860,Baja,27,2022-02-28,153,185,879,7547,9739,2192
4430,3125,2185,1088,6342,3034,42247,Media-Alta,28,2022-02-28,642,785,8626,21631,50873,29242
1303,775,390,247,4073,753,9664,Baja,29,2022-02-28,195,172,758,7908,10422,2514
2714,1598,1174,485,4431,1656,17689,Media-Baja,30,2022-02-28,258,543,5540,12859,23229,10370
3720,3965,2163,1253,6844,2788,31572,Media-Alta,31,2022-02-28,654,798,5930,22185,37502,15317
1629,910,404,258,4300,581,8796,Baja,32,2022-02-28,168,148,845,8398,9641,1243
6090,4953,3349,1918,9805,4817,67886,Alta,33,2022-02-28,6315,5889,15609,43136,83495,40359
2437,1747,1113,552,3756,1110,18334,Media-Baja,34,2022-02-28,287,505,5265,11507,23599,12092
2801,1875,1179,507,5060,1107,16759,Media-Baja,35,2022-02-28,250,566,5279,13345,22038,8693
2788,1697,918,611,4046,1382,17022,Media-Baja,36,2022-02-28,264,622,5409,12328,22431,10103
2777,1434,1182,652,4943,1429,17306,Media-Baja,37,2022-02-28,250,562,6086,13229,23392,10163
2412,1831,1018,480,5643,1484,16751,Media-Baja,38,2022-02-28,276,528,4524,13672,21275,7603
6980,4788,3302,2180,9061,4252,84311,Alta,39,2022-02-28,5374,4392,14752,40329,99063,58734
5257,3521,3974,1893,10086,4716,79511,Alta,40,2022-02-28,5575,6683,17059,41705,96570,54865
5820,4518,3284,2139,11582,4525,76273,Alta,41,2022-02-28,5169,4685,18551,41722,94824,53102
4390,2840,2254,1320,5848,2594,33804,Media-Alta,42,2022-02-28,640,762,9080,20648,42884,22236
6171,4525,3468,2106,8410,4215,89954,Alta,43,2022-02-28,6074,4686,17113,39655,107067,67412
7079,4833,4394,1813,9563,4734,74129,Alta,44,2022-02-28,6843,5113,17539,44372,91668,47296
3842,3045,2006,998,6568,2879,33467,Media-Alta,45,2022-02-28,568,831,8813,20737,42280,21543
3993,3131,2070,1419,5939,2773,31387,Media-Alta,46,2022-02-28,541,861,7830,20727,39217,18490
2648,1666,1151,527,4745,1576,16801,Media-Baja,47,2022-02-28,268,590,5579,13171,22380,9209
2559,1584,1215,585,4461,1243,16280,Media-Baja,48,2022-02-28,221,598,5489,12466,21769,9303
3014,1932,892,455,5796,1680,17650,Media-Baja,49,2022-02-28,319,584,4683,14672,22333,7661
2975,1988,985,537,5597,1407,18759,Media-Baja,50,2022-02-28,260,681,5282,14430,24041,9611
1469,831,344,217,3765,646,10044,Baja,51,2022-02-28,154,176,794,7602,10838,3236
4174,3385,2103,959,5424,2824,37528,Media-Alta,52,2022-02-28,470,884,8179,20223,45707,25484
1457,946,378,198,3820,720,9331,Baja,53,2022-02-28,178,168,938,7865,10269,2404
4640,3018,2452,1223,7685,2429,34032,Media-Alta,54,2022-02-28,525,820,9673,22792,43705,20913
2886,1726,1059,598,4383,1464,18654,Media-Baja,55,2022-02-28,271,489,4874,12876,23528,10652
1474,754,383,262,3959,680,9481,Baja,56,2022-02-28,167,166,798,7845,10279,2434
2850,1914,1163,483,4632,1116,16470,Media-Baja,57,2022-02-28,303,581,4842,13042,21312,8270
2629,2087,1064,549,5143,1417,18384,Media-Baja,58,2022-02-28,275,567,3748,13731,22132,8401
3525,2815,2318,1053,5506,2830,35601,Media-Alta,59,2022-02-28,511,859,7927,19417,43528,24111
2777,1648,1167,761,5133,1342,16640,Media-Baja,60,2022-02-28,306,518,4532,13652,21172,7520
2286,1726,1370,679,4997,1282,15910,Media-Baja,61,2022-02-28,256,711,5584,13307,21494,8187
3777,3355,2177,1221,6426,2624,29482,Media-Alta,62,2022-02-28,657,914,7893,21151,37375,16224
2826,1762,1185,578,5938,1478,16093,Media-Baja,63,2022-02-28,278,464,3818,14509,19911,5402
4112,2977,1939,1020,5797,3059,27281,Media-Alta,64,2022-02-28,660,871,7191,20435,34472,14037
5212,3183,2671,1077,7571,2245,34939,Media-Alta,65,2022-02-28,601,902,8268,23462,43207,19745
3806,3372,2225,1128,5481,3147,35243,Media-Alta,66,2022-02-28,606,873,7320,20638,42563,21925
4822,3559,2513,1180,6968,2581,31859,Media-Alta,67,2022-02-28,630,1043,6870,23296,38729,15433
1376,811,377,230,4473,721,10291,Baja,69,2022-02-28,190,182,887,8360,11178,2818
2810,1951,1265,565,4767,1597,14945,Media-Baja,70,2022-02-28,309,486,5391,13750,20336,6586
5808,4401,3588,2237,8645,3799,71830,Alta,71,2022-02-28,6320,4735,16550,39533,88380,48847
1426,982,378,234,3803,721,9644,Baja,72,2022-02-28,178,151,881,7873,10525,2652
1551,835,479,237,4226,687,9493,Baja,73,2022-02-28,150,165,753,8330,10246,1916
2707,1547,1220,579,5045,977,16216,Media-Baja,74,2022-02-28,296,622,5640,12993,21856,8863
4533,2481,2412,922,6584,3102,31939,Media-Alta,75,2022-02-28,615,903,7216,21552,39155,17603
3033,1808,1125,519,4680,1216,16272,Media-Baja,76,2022-02-28,304,546,5245,13231,21517,8286
2911,1692,1118,579,5692,1602,15781,Media-Baja,77,2022-02-28,292,592,4344,14478,20125,5647
3807,3477,2475,1036,6610,2679,32078,Media-Alta,79,2022-02-28,628,1001,7765,21713,39843,18130
4399,2878,1942,1320,5465,2649,36968,Media-Alta,80,2022-02-28,548,679,8254,19880,45222,25342
2832,1751,1091,499,5112,1465,18607,Media-Baja,81,2022-02-28,307,475,5017,13532,23624,10092
1238,984,404,251,3965,585,10083,Baja,82,2022-02-28,153,168,933,7748,11016,3268
1512,949,458,238,3302,619,9416,Baja,83,2022-02-28,175,133,842,7386,10258,2872
2820,1559,1175,557,5187,1492,16023,Media-Baja,84,2022-02-28,311,520,4879,13621,20902,7281
1346,847,494,221,4014,798,8581,Baja,85,2022-02-28,173,177,837,8070,9418,1348
1491,649,370,210,4259,774,9012,Baja,86,2022-02-28,167,168,1056,8088,10068,1980
3361,1646,1091,558,5062,1510,14884,Media-Baja,87,2022-02-28,299,561,4952,14088,19836,5748
2609,1973,1113,494,5934,1408,15971,Media-Baja,88,2022-02-28,274,594,5478,14399,21449,7050
1276,989,356,229,3658,835,9243,Baja,89,2022-02-28,177,157,932,7677,10175,2498
1324,917,363,258,3795,641,7686,Baja,90,2022-02-28,160,181,855,7639,8541,902
2928,1385,1222,562,5233,1136,16199,Media-Baja,91,2022-02-28,324,414,4926,13204,21125,7921
3934,3271,2636,1334,6288,2928,34633,Media-Alta,92,2022-02-28,607,811,7159,21809,41792,19983
2871,1890,1151,640,6293,1393,16624,Media-Baja,93,2022-02-28,316,590,4977,15144,21601,6457
2744,1718,1301,607,5080,1489,15374,Media-Baja,94,2022-02-28,319,512,4966,13770,20340,6570
3655,1632,1131,617,5229,1680,19724,Media-Baja,95,2022-02-28,267,597,5033,14808,24757,9949
1562,879,411,257,4432,757,9205,Baja,96,2022-02-28,154,183,985,8635,10190,1555
2947,1722,1286,485,4199,1385,16069,Media-Baja,97,2022-02-28,241,545,4850,12810,20919,8109
1311,803,389,199,3507,635,9710,Baja,98,2022-02-28,215,169,835,7228,10545,3317
3021,1604,1090,561,5376,1414,16847,Media-Baja,99,2022-02-28,282,487,5248,13835,22095,8260
4250,3046,2063,1146,6507,2700,27363,Media-Alta,0,2022-03-31,429,803,8351,20944,35714,14770
1270,917,439,192,3972,647,7952,Baja,1,2022-03-31,169,165,951,7771,8903,1132
2980,1475,943,592,5394,1319,15615,Media-Baja,2,2022-03-31,288,597,5058,13588,20673,7085
4551,2846,2433,1151,5119,3234,35535,Media-Alta,3,2022-03-31,532,963,7293,20829,42828,21999
1460,897,340,191,3520,650,10791,Baja,4,2022-03-31,154,173,774,7385,11565,4180
2959,1837,1162,541,4613,1383,16472,Media-Baja,5,2022-03-31,317,471,4419,13283,20891,7608
2658,1659,1023,496,5327,1793,17223,Media-Baja,6,2022-03-31,332,677,4784,13965,22007,8042
4926,4285,3210,2424,9345,4981,92260,Alta,7,2022-03-31,5934,5212,17151,40317,109411,69094
4654,2824,2780,1200,8234,2924,35398,Media-Alta,8,2022-03-31,561,877,9594,24054,44992,20938
4923,3549,3526,2202,9029,4857,84440,Alta,9,2022-03-31,5743,5440,16030,39269,100470,61201
2866,1590,1313,642,5680,1448,18711,Media-Baja,10,2022-03-31,273,455,5283,14267,23994,9727
2503,1717,1301,532,5511,1474,15935,Media-Baja,11,2022-03-31,304,567,5768,13909,21703,7794
3153,1725,1162,662,5775,1510,17304,Media-Baja,12,2022-03-31,313,589,4876,14889,22180,7291
4275,3724,2420,1122,5934,2905,37385,Media-Alta,13,2022-03-31,496,821,9533,21697,46918,25221
2976,1749,1040,521,5873,1436,14888,Media-Baja,14,2022-03-31,315,651,5551,14561,20439,5878
